Beneficiario,RNP,Localidad,Municipio,Estado,Aprobación-Conapesca,Aprobación-Gob.Edo.
EL RODEITO,2611002359,HERMOSILLO,HERMOSILLO,Son,"$86,400.00","$34,560.00"
CERRO BALLENA,2607003593,PUERTO PEÑASCO,PUERTO PEÑASCO,Son,"$85,360.00","$34,144.00"
CERRO BALLENA,2607003593,PUERTO PEÑASCO,PUERTO PEÑASCO,Son,"$65,104.00","$26,041.00"
CERRO BALLENA,2607003593,PUERTO PEÑASCO,PUERTO PEÑASCO,Son,"$65,104.00","$26,041.00"
CERRO BALLENA,2607003593,PUERTO PEÑASCO,PUERTO PEÑASCO,Son,"$85,360.00","$34,144.00"
SCPP A Y R CANTAMAR SCL,2611000742,"COLORADO, EL",HERMOSILLO,Son,"$86,400.00","$34,560.00"
PESCADORES LIBRES UNIDOS SCL,2604008652,BAHIA DE LOBOS,SAN IGNACIO RÍO MUERTO,Son,"$65,104.00","$26,041.00"
PESCADORES LIBRES UNIDOS SCL,2604008652,BAHIA DE LOBOS,SAN IGNACIO RÍO MUERTO,Son,"$85,360.00","$34,144.00"
PESCADORES LIBRES UNIDOS SCL,2604008652,BAHIA DE LOBOS,SAN IGNACIO RÍO MUERTO,Son,"$65,104.00","$26,041.00"
TOBARI SCL,2604000386,PAREDONCITO,BENITO JUÁREZ,Son,"$72,756.00","$29,102.00"
TOBARI SCL,2604000386,PAREDONCITO,BENITO JUÁREZ,Son,"$86,400.00","$34,560.00"
TOBARI SCL,2604000386,PAREDONCITO,BENITO JUÁREZ,Son,"$72,756.00","$29,102.00"
CAPITAN JACK SCL,2602001402,PAREDONCITO,BENITO JUÁREZ,Son,"$86,400.00","$34,560.00"
EL CANTIL DE LOBOS SC DE RL DE CV,2604001574,BAHIA DE LOBOS,SAN IGNACIO RÍO MUERTO,Son,"$86,400.00","$34,560.00"
EL CANTIL DE LOBOS SC DE RL DE CV,2604001574,BAHIA DE LOBOS,SAN IGNACIO RÍO MUERTO,Son,"$79,582.00","$31,833.00"
EL CANTIL DE LOBOS SC DE RL DE CV,2604001574,BAHIA DE LOBOS,SAN IGNACIO RÍO MUERTO,Son,"$86,400.00","$34,560.00"
EL CANTIL DE LOBOS SC DE RL DE CV,2604001574,BAHIA DE LOBOS,SAN IGNACIO RÍO MUERTO,Son,"$86,400.00","$34,560.00"
EL BACHOMO DEL TOBARI SC DE RL DE CV,2602401164,PAREDON COLORADO (PAREDON VIEJO),BENITO JUÁREZ,Son,"$72,756.00","$29,102.00"
EL BACHOMO DEL TOBARI SC DE RL DE CV,2602401164,PAREDON COLORADO (PAREDON VIEJO),BENITO JUÁREZ,Son,"$86,400.00","$34,560.00"
EL BACHOMO DEL TOBARI SC DE RL DE CV,2602401164,PAREDON COLORADO (PAREDON VIEJO),BENITO JUÁREZ,Son,"$86,400.00","$34,560.00"
EL BACHOMO DEL TOBARI SC DE RL DE CV,2602401164,PAREDON COLORADO (PAREDON VIEJO),BENITO JUÁREZ,Son,"$86,400.00","$34,560.00"
EL BACHOMO DEL TOBARI SC DE RL DE CV,2602401164,PAREDON COLORADO (PAREDON VIEJO),BENITO JUÁREZ,Son,"$86,400.00","$34,560.00"
CUMBILI SC DE RL,2602401057,PAREDON COLORADO (PAREDON VIEJO),BENITO JUÁREZ,Son,"$69,849.00","$27,939.00"
FAUSTO CAMPOS RUIZ SC DE RL,2602401172,BAHIA DE LOBOS,SAN IGNACIO RÍO MUERTO,Son,"$86,400.00","$34,560.00"
FAUSTO CAMPOS RUIZ SC DE RL,2602401172,BAHIA DE LOBOS,SAN IGNACIO RÍO MUERTO,Son,"$86,400.00","$34,560.00"
FAUSTO CAMPOS RUIZ SC DE RL,2602401172,BAHIA DE LOBOS,SAN IGNACIO RÍO MUERTO,Son,"$86,400.00","$34,560.00"
PESCADORES DE PUNTA LOBOS SC DE RL,2604011680,GUADALUPE VICTORIA,GUAYMAS,Son,"$86,400.00","$34,560.00"
PESCADORES DE PUNTA LOBOS SC DE RL,2604011680,GUADALUPE VICTORIA,GUAYMAS,Son,"$86,400.00","$34,560.00"
PESCADORES DE PUNTA LOBOS SC DE RL,2604011680,GUADALUPE VICTORIA,GUAYMAS,Son,"$86,400.00","$34,560.00"
LA ATANASIA SCL,2602000115,PROGRESO (CAMPO 47),CAJEME,Son,"$72,756.00","$29,102.00"
LA ATANASIA SCL,2602000115,PROGRESO (CAMPO 47),CAJEME,Son,"$72,756.00","$29,102.00"
LA ATANASIA SCL,2602000115,PROGRESO (CAMPO 47),CAJEME,Son,"$86,400.00","$34,560.00"
LA ATANASIA SCL,2602000115,PROGRESO (CAMPO 47),CAJEME,Son,"$69,849.00","$27,939.00"
LA ATANASIA SCL,2602000115,PROGRESO (CAMPO 47),CAJEME,Son,"$69,849.00","$27,939.00"
QUETCHEHUECA,2602000115,SAN JOSE,BÁCUM,Son,"$86,400.00","$34,560.00"
QUETCHEHUECA,2602000115,SAN JOSE,BÁCUM,Son,"$72,756.00","$29,102.00"
QUETCHEHUECA,2602000115,SAN JOSE,BÁCUM,Son,"$72,756.00","$29,102.00"
QUETCHEHUECA,2602000115,SAN JOSE,BÁCUM,Son,"$72,756.00","$29,102.00"
QUETCHEHUECA,2602000115,SAN JOSE,BÁCUM,Son,"$72,756.00","$29,102.00"
SCPP PAREDONCITO SCL,2602001089,PAREDONCITO,BENITO JUÁREZ,Son,"$69,849.00","$27,939.00"
SCPP PAREDONCITO SCL,2602001089,PAREDONCITO,BENITO JUÁREZ,Son,"$72,756.00","$29,102.00"
SCPP PAREDONCITO SCL,2602001089,PAREDONCITO,BENITO JUÁREZ,Son,"$69,849.00","$27,939.00"
SCPP PAREDONCITO SCL,2602001089,PAREDONCITO,BENITO JUÁREZ,Son,"$72,756.00","$29,102.00"
SCPP PAREDONCITO SCL,2602001089,PAREDONCITO,BENITO JUÁREZ,Son,"$72,756.00","$29,102.00"
JOSE MATILDE CASTRO ANGULO,2602401271,SAN IGNACIO RIO MUERTO,SAN IGNACIO RÍO MUERTO,Son,"$72,641.00","$29,056.00"
VIVA ZAPATA,2602000412,COCORIT,CAJEME,Son,"$42,609.00","$17,043.00"
VIVA ZAPATA,2602000412,COCORIT,CAJEME,Son,"$72,757.00","$29,102.00"
VIVA ZAPATA,2602000412,COCORIT,CAJEME,Son,"$42,609.00","$17,043.00"
OVIACHIC  SC DE RL,2602000529,ESPERANZA,CAJEME,Son,"$42,609.00","$17,043.00"
OVIACHIC  SC DE RL,2602000529,ESPERANZA,CAJEME,Son,"$42,609.00","$17,043.00"
OVIACHIC  SC DE RL,2602000529,ESPERANZA,CAJEME,Son,"$22,498.00","$16,137.00"
OVIACHIC  SC DE RL,2602000529,ESPERANZA,CAJEME,Son,"$42,609.00","$17,043.00"
OVIACHIC  SC DE RL,2602000529,ESPERANZA,CAJEME,Son,"$42,609.00","$17,043.00"
OVIACHIC  SC DE RL,2602000529,ESPERANZA,CAJEME,Son,"$42,609.00","$17,043.00"
JESUS BELEM VALDEZ GRIJALVA S.C. DE R.L DE C.V,2602401388,BAHIA DE LOBOS,SAN IGNACIO RÍO MUERTO,Son,"$72,756.00","$29,102.00"
JESUS BELEM VALDEZ GRIJALVA S.C. DE R.L DE C.V,2602401388,BAHIA DE LOBOS,SAN IGNACIO RÍO MUERTO,Son,"$86,400.00","$34,560.00"
JESUS BELEM VALDEZ GRIJALVA S.C. DE R.L DE C.V,2602401388,BAHIA DE LOBOS,SAN IGNACIO RÍO MUERTO,Son,"$86,400.00","$34,560.00"
JESUS BELEM VALDEZ GRIJALVA S.C. DE R.L DE C.V,2602401388,BAHIA DE LOBOS,SAN IGNACIO RÍO MUERTO,Son,"$86,400.00","$34,560.00"
JESUS BELEM VALDEZ GRIJALVA S.C. DE R.L DE C.V,2602401388,BAHIA DE LOBOS,SAN IGNACIO RÍO MUERTO,Son,"$86,400.00","$34,560.00"
LA COCHI DE MARCELA S.C. DE C.V.,2602401297,CIUDAD OBREGON,CAJEME,Son,"$63,542.00","$25,416.00"
LA COCHI DE MARCELA S.C. DE C.V.,2602401297,CIUDAD OBREGON,CAJEME,Son,"$63,542.00","$25,416.00"
COMERCIALIZADORA JANOGLEN S.C. DE R.L. DE C.V.,2602401263,BAHIA DE LOBOS,SAN IGNACIO RÍO MUERTO,Son,"$86,400.00","$34,560.00"
"EL POSEIDON, SCL",2604009494,PAREDONCITO,BENITO JUÁREZ,Son,"$86,400.00","$34,560.00"
LOS DESPRECIADOS DEL OVIACHIC SC DE RL DE CV,2602401206,CIUDAD OBREGON,CAJEME,Son,"$41,177.00","$16,470.00"
LOS DESPRECIADOS DEL OVIACHIC SC DE RL DE CV,2602401206,CIUDAD OBREGON,CAJEME,Son,"$41,177.00","$16,470.00"
LOS DESPRECIADOS DEL OVIACHIC SC DE RL DE CV,2602401206,CIUDAD OBREGON,CAJEME,Son,"$41,177.00","$16,470.00"
AURELIO PORTILLO SC DE RL,2602000255,BUENAVISTA,CAJEME,Son,"$42,609.00","$17,043.00"
AURELIO PORTILLO SC DE RL,2602000255,BUENAVISTA,CAJEME,Son,"$42,609.00","$17,043.00"
AURELIO PORTILLO SC DE RL,2602000255,BUENAVISTA,CAJEME,Son,"$42,609.00","$17,043.00"
AURELIO PORTILLO SC DE RL,2602000255,BUENAVISTA,CAJEME,Son,"$42,609.00","$17,043.00"
AURELIO PORTILLO SC DE RL,2602000255,BUENAVISTA,CAJEME,Son,"$42,609.00","$17,043.00"
SANTA MARIA SC DE RL,2602001394,SAN JOSE,BÁCUM,Son,"$72,756.00","$29,102.00"
"EL PESCADOR, SCL",2602001261,PAREDONCITO,BENITO JUÁREZ,Son,"$86,400.00","$34,560.00"
"EL PESCADOR, SCL",2602001261,PAREDONCITO,BENITO JUÁREZ,Son,"$63,542.00","$25,416.00"
"EL PESCADOR, SCL",2602001261,PAREDONCITO,BENITO JUÁREZ,Son,"$63,542.00","$25,416.00"
"EL PESCADOR, SCL",2602001261,PAREDONCITO,BENITO JUÁREZ,Son,"$63,542.00","$25,416.00"
"EL PESCADOR, SCL",2602001261,PAREDONCITO,BENITO JUÁREZ,Son,"$86,400.00","$34,560.00"
PURO LOBO SC DE RL DE CV,2604001186,BAHIA DE LOBOS,SAN IGNACIO RÍO MUERTO,Son,"$86,400.00","$34,560.00"
PURO LOBO SC DE RL DE CV,2604001186,BAHIA DE LOBOS,SAN IGNACIO RÍO MUERTO,Son,"$86,400.00","$34,560.00"
PURO LOBO SC DE RL DE CV,2604001186,BAHIA DE LOBOS,SAN IGNACIO RÍO MUERTO,Son,"$86,400.00","$34,560.00"
LA JORABRI SC DE RL DE CV,2602401370,PAREDONCITO,BENITO JUÁREZ,Son,"$86,400.00","$34,560.00"
LA JORABRI SC DE RL DE CV,2602401370,PAREDONCITO,BENITO JUÁREZ,Son,"$72,756.00","$29,102.00"
LA JORABRI SC DE RL DE CV,2602401370,PAREDONCITO,BENITO JUÁREZ,Son,"$72,756.00","$29,102.00"
LA JORABRI SC DE RL DE CV,2602401370,PAREDONCITO,BENITO JUÁREZ,Son,"$72,756.00","$29,102.00"
LA JORABRI SC DE RL DE CV,2602401370,PAREDONCITO,BENITO JUÁREZ,Son,"$86,400.00","$34,560.00"
EL PALACIO SCL,2602001378,FRANCISCO JAVIER MINA (CAMPO 60),BÁCUM,Son,"$63,542.00","$25,416.00"
LOS MEZQUITES SCL,2602000974,PAREDON COLORADO (PAREDON VIEJO),BENITO JUÁREZ,Son,"$86,400.00","$34,560.00"
LOS MEZQUITES SCL,2602000974,PAREDON COLORADO (PAREDON VIEJO),BENITO JUÁREZ,Son,"$69,849.00","$27,939.00"
CHAQUIRA SCL,2602001238,PAREDONCITO,BENITO JUÁREZ,Son,"$72,756.00","$29,102.00"
PAREDON COLORADO SCL,2604000493,PAREDON COLORADO (PAREDON VIEJO),BENITO JUÁREZ,Son,"$69,849.00","$27,939.00"
PAREDON COLORADO SCL,2604000493,PAREDON COLORADO (PAREDON VIEJO),BENITO JUÁREZ,Son,"$72,756.00","$29,102.00"
PAREDON COLORADO SCL,2604000493,PAREDON COLORADO (PAREDON VIEJO),BENITO JUÁREZ,Son,"$69,849.00","$27,939.00"
PAREDON COLORADO SCL,2604000493,PAREDON COLORADO (PAREDON VIEJO),BENITO JUÁREZ,Son,"$69,849.00","$27,939.00"
PAREDON COLORADO SCL,2604000493,PAREDON COLORADO (PAREDON VIEJO),BENITO JUÁREZ,Son,"$69,849.00","$27,939.00"
LA MATANZA SC DE RL DE CV,2602401347,CIUDAD OBREGON,CAJEME,Son,"$79,582.00","$31,833.00"
LA MATANZA SC DE RL DE CV,2602401347,CIUDAD OBREGON,CAJEME,Son,"$79,582.00","$31,833.00"
LA MATANZA SC DE RL DE CV,2602401347,CIUDAD OBREGON,CAJEME,Son,"$79,582.00","$31,833.00"
14 DE NOVIEMBRE SC DE RL,2602005320,PAREDONCITO,BENITO JUÁREZ,Son,"$86,400.00","$34,560.00"
14 DE NOVIEMBRE SC DE RL,2602005320,PAREDONCITO,BENITO JUÁREZ,Son,"$69,849.00","$27,939.00"
14 DE NOVIEMBRE SC DE RL,2602005320,PAREDONCITO,BENITO JUÁREZ,Son,"$69,849.00","$27,939.00"
14 DE NOVIEMBRE SC DE RL,2602005320,PAREDONCITO,BENITO JUÁREZ,Son,"$72,756.00","$29,102.00"
LOS VILLANOS DE QUETCHEHUECA SC DE RL DE CV,2602401255,QUETCHEHUECA,CAJEME,Son,"$72,756.00","$29,102.00"
LOS VILLANOS DE QUETCHEHUECA SC DE RL DE CV,2602401255,QUETCHEHUECA,CAJEME,Son,"$72,756.00","$29,102.00"
LOS VILLANOS DE QUETCHEHUECA SC DE RL DE CV,2602401255,QUETCHEHUECA,CAJEME,Son,"$72,756.00","$29,102.00"
LOS VILLANOS DE QUETCHEHUECA SC DE RL DE CV,2602401255,QUETCHEHUECA,CAJEME,Son,"$72,756.00","$29,102.00"
LOS VILLANOS DE QUETCHEHUECA SC DE RL DE CV,2602401255,QUETCHEHUECA,CAJEME,Son,"$86,400.00","$34,560.00"
GUSTAVO MANCILLAS GONZALEZ SC DE RL,2602007128,PAREDON COLORADO (PAREDON VIEJO),BENITO JUÁREZ,Son,"$79,582.00","$31,833.00"
GUSTAVO MANCILLAS GONZALEZ SC DE RL,2602007128,PAREDON COLORADO (PAREDON VIEJO),BENITO JUÁREZ,Son,"$86,400.00","$34,560.00"
GUSTAVO MANCILLAS GONZALEZ SC DE RL,2602007128,PAREDON COLORADO (PAREDON VIEJO),BENITO JUÁREZ,Son,"$86,400.00","$34,560.00"
JEMASO SC DE RL DE CV,2602401305,PAREDONCITO,BENITO JUÁREZ,Son,"$86,400.00","$34,560.00"
JEMASO SC DE RL DE CV,2602401305,PAREDONCITO,BENITO JUÁREZ,Son,"$86,400.00","$34,560.00"
JEMASO SC DE RL DE CV,2602401305,PAREDONCITO,BENITO JUÁREZ,Son,"$86,400.00","$34,560.00"
RAMON ESCOBAR GARCIA SC DE RL,2602000230,CUMURIPA (LA CALERA),CAJEME,Son,"$42,609.00","$17,043.00"
RAMON ESCOBAR GARCIA SC DE RL,2602000230,CUMURIPA (LA CALERA),CAJEME,Son,"$42,609.00","$17,043.00"
RAMON ESCOBAR GARCIA SC DE RL,2602000230,CUMURIPA (LA CALERA),CAJEME,Son,"$42,609.00","$17,043.00"
RAMON ESCOBAR GARCIA SC DE RL,2602000230,CUMURIPA (LA CALERA),CAJEME,Son,"$42,609.00","$17,043.00"
RAMON ESCOBAR GARCIA SC DE RL,2602000230,CUMURIPA (LA CALERA),CAJEME,Son,"$42,609.00","$17,043.00"
PESCADORES UNIDOS DE LA PRESA SC DE RL,2602002228,ESPERANZA,CAJEME,Son,"$63,542.00","$25,416.00"
PESCADORES UNIDOS DE LA PRESA SC DE RL,2602002228,ESPERANZA,CAJEME,Son,"$41,177.00","$16,470.00"
PESCADORES UNIDOS DE LA PRESA SC DE RL,2602002228,ESPERANZA,CAJEME,Son,"$41,177.00","$16,470.00"
PESCADORES UNIDOS DE LA PRESA SC DE RL,2602002228,ESPERANZA,CAJEME,Son,"$41,177.00","$16,470.00"
PESCADORES UNIDOS DE LA PRESA SC DE RL,2602002228,ESPERANZA,CAJEME,Son,"$41,177.00","$16,470.00"
LAS DUNAS DE LA ESPERANZA SC DE RL DE CV,2604001640,BAHIA DE LOBOS,SAN IGNACIO RÍO MUERTO,Son,"$86,400.00","$34,560.00"
LAS DUNAS DE LA ESPERANZA SC DE RL DE CV,2604001640,BAHIA DE LOBOS,SAN IGNACIO RÍO MUERTO,Son,"$86,400.00","$34,560.00"
LAS DUNAS DE LA ESPERANZA SC DE RL DE CV,2604001640,BAHIA DE LOBOS,SAN IGNACIO RÍO MUERTO,Son,"$86,400.00","$34,560.00"
LAS DUNAS DE LA ESPERANZA SC DE RL DE CV,2604001640,BAHIA DE LOBOS,SAN IGNACIO RÍO MUERTO,Son,"$86,400.00","$34,560.00"
LAS DUNAS DE LA ESPERANZA SC DE RL DE CV,2604001640,BAHIA DE LOBOS,SAN IGNACIO RÍO MUERTO,Son,"$86,400.00","$34,560.00"
PAREDONCITO UNIDO SCL,2602009405,PAREDONCITO,BENITO JUÁREZ,Son,"$86,400.00","$34,560.00"
PAREDONCITO UNIDO SCL,2602009405,PAREDONCITO,BENITO JUÁREZ,Son,"$86,400.00","$34,560.00"
PAREDONCITO UNIDO SCL,2602009405,PAREDONCITO,BENITO JUÁREZ,Son,"$86,400.00","$34,560.00"
PAREDONCITO UNIDO SCL,2602009405,PAREDONCITO,BENITO JUÁREZ,Son,"$86,400.00","$34,560.00"
PAREDONCITO UNIDO SCL,2602009405,PAREDONCITO,BENITO JUÁREZ,Son,"$86,400.00","$34,560.00"
SIMON ALVAREZ ARREDONDO SC DE RL DE CV,2602001865,PAREDON COLORADO (PAREDON VIEJO),BENITO JUÁREZ,Son,"$86,400.00","$34,560.00"
SIMON ALVAREZ ARREDONDO SC DE RL DE CV,2602001865,PAREDON COLORADO (PAREDON VIEJO),BENITO JUÁREZ,Son,"$86,400.00","$34,560.00"
SIMON ALVAREZ ARREDONDO SC DE RL DE CV,2602001865,PAREDON COLORADO (PAREDON VIEJO),BENITO JUÁREZ,Son,"$86,400.00","$34,560.00"
SIMON ALVAREZ ARREDONDO SC DE RL DE CV,2602001865,PAREDON COLORADO (PAREDON VIEJO),BENITO JUÁREZ,Son,"$86,400.00","$34,560.00"
ARMANDO SOTO VELDUCEA SC DE RL DE CV,2602001873,VILLA GUADALUPE,BÁCUM,Son,"$72,756.00","$29,102.00"
ARMANDO SOTO VELDUCEA SC DE RL DE CV,2602001873,VILLA GUADALUPE,BÁCUM,Son,"$72,756.00","$29,102.00"
ARMANDO SOTO VELDUCEA SC DE RL DE CV,2602001873,VILLA GUADALUPE,BÁCUM,Son,"$86,400.00","$34,560.00"
ARMANDO SOTO VELDUCEA SC DE RL DE CV,2602001873,VILLA GUADALUPE,BÁCUM,Son,"$86,400.00","$34,560.00"
GLORIA PATRICIA PARDO SANCHEZ SC DE RL DE CV,2602001881,PAREDON COLORADO (PAREDON VIEJO),BENITO JUÁREZ,Son,"$69,849.00","$27,939.00"
GLORIA PATRICIA PARDO SANCHEZ SC DE RL DE CV,2602001881,PAREDON COLORADO (PAREDON VIEJO),BENITO JUÁREZ,Son,"$69,849.00","$27,939.00"
GLORIA PATRICIA PARDO SANCHEZ SC DE RL DE CV,2602001881,PAREDON COLORADO (PAREDON VIEJO),BENITO JUÁREZ,Son,"$69,849.00","$27,939.00"
GLORIA PATRICIA PARDO SANCHEZ SC DE RL DE CV,2602001881,PAREDON COLORADO (PAREDON VIEJO),BENITO JUÁREZ,Son,"$69,849.00","$27,939.00"
ATLANTIDA JRJV SC DE RL DE CV,2602001857,PAREDONCITO,BENITO JUÁREZ,Son,"$86,400.00","$34,560.00"
ATLANTIDA JRJV SC DE RL DE CV,2602001857,PAREDONCITO,BENITO JUÁREZ,Son,"$86,400.00","$34,560.00"
ATLANTIDA JRJV SC DE RL DE CV,2602001857,PAREDONCITO,BENITO JUÁREZ,Son,"$86,400.00","$34,560.00"
ATLANTIDA JRJV SC DE RL DE CV,2602001857,PAREDONCITO,BENITO JUÁREZ,Son,"$86,400.00","$34,560.00"
ATLANTIDA JRJV SC DE RL DE CV,2602001857,PAREDONCITO,BENITO JUÁREZ,Son,"$86,400.00","$34,560.00"
BOCA NORTE DEL SIARIC SC DE RL DE CV,2602401321,PAREDON COLORADO (PAREDON VIEJO),BENITO JUÁREZ,Son,"$86,400.00","$34,560.00"
BOCA NORTE DEL SIARIC SC DE RL DE CV,2602401321,PAREDON COLORADO (PAREDON VIEJO),BENITO JUÁREZ,Son,"$63,542.00","$25,416.00"
BOCA NORTE DEL SIARIC SC DE RL DE CV,2602401321,PAREDON COLORADO (PAREDON VIEJO),BENITO JUÁREZ,Son,"$86,400.00","$34,560.00"
LA PENINSULA SCL,2602006666,PAREDON COLORADO (PAREDON VIEJO),BENITO JUÁREZ,Son,"$79,582.00","$31,833.00"
LA PENINSULA SCL,2602006666,PAREDON COLORADO (PAREDON VIEJO),BENITO JUÁREZ,Son,"$79,582.00","$31,833.00"
LA PENINSULA SCL,2602006666,PAREDON COLORADO (PAREDON VIEJO),BENITO JUÁREZ,Son,"$79,582.00","$31,833.00"
LA PENINSULA SCL,2602006666,PAREDON COLORADO (PAREDON VIEJO),BENITO JUÁREZ,Son,"$79,582.00","$31,833.00"
HEBERTO VERDUGO VALDEZ SCL,2604010302,BAHIA DE LOBOS,SAN IGNACIO RÍO MUERTO,Son,"$86,400.00","$34,560.00"
HEBERTO VERDUGO VALDEZ SCL,2604010302,BAHIA DE LOBOS,SAN IGNACIO RÍO MUERTO,Son,"$86,400.00","$34,560.00"
HEBERTO VERDUGO VALDEZ SCL,2604010302,BAHIA DE LOBOS,SAN IGNACIO RÍO MUERTO,Son,"$86,400.00","$34,560.00"
LA ESTRELLA DE LOBOS SC DE RL,2604011872,BAHIA DE LOBOS,SAN IGNACIO RÍO MUERTO,Son,"$86,400.00","$34,560.00"
LA ANGUILA SCL,2602000966,PAREDON COLORADO (PAREDON VIEJO),BENITO JUÁREZ,Son,"$69,849.00","$27,939.00"
LA ANGUILA SCL,2602000966,PAREDON COLORADO (PAREDON VIEJO),BENITO JUÁREZ,Son,"$72,756.00","$29,102.00"
LA ANGUILA SCL,2602000966,PAREDON COLORADO (PAREDON VIEJO),BENITO JUÁREZ,Son,"$69,849.00","$27,939.00"
LA ANGUILA SCL,2602000966,PAREDON COLORADO (PAREDON VIEJO),BENITO JUÁREZ,Son,"$69,849.00","$27,939.00"
LA ANGUILA SCL,2602000966,PAREDON COLORADO (PAREDON VIEJO),BENITO JUÁREZ,Son,"$86,400.00","$34,560.00"
LOS TICHOS SCL,2602006625,PAREDON COLORADO (PAREDON VIEJO),BENITO JUÁREZ,Son,"$69,849.00","$27,939.00"
"EL TECORI, SC DE RL",2602001436,CIUDAD OBREGON,CAJEME,Son,"$79,582.00","$31,833.00"
PARAISO DE HUATABAMPITO SC DE RL DE CV,2609001868,YAVAROS (ISLA LAS VIEJAS),HUATABAMPO,Son,"$86,400.00","$34,560.00"
PARAISO DE HUATABAMPITO SC DE RL DE CV,2609001868,YAVAROS (ISLA LAS VIEJAS),HUATABAMPO,Son,"$86,400.00","$34,560.00"
MAX EL MARINERO SC DE RL,2602007227,PAREDONCITO,BENITO JUÁREZ,Son,"$69,849.00","$27,939.00"
MAX EL MARINERO SC DE RL,2602007227,PAREDONCITO,BENITO JUÁREZ,Son,"$69,849.00","$27,939.00"
MAX EL MARINERO SC DE RL,2602007227,PAREDONCITO,BENITO JUÁREZ,Son,"$69,849.00","$27,939.00"
MAX EL MARINERO SC DE RL,2602007227,PAREDONCITO,BENITO JUÁREZ,Son,"$69,849.00","$27,939.00"
MAX EL MARINERO SC DE RL,2602007227,PAREDONCITO,BENITO JUÁREZ,Son,"$69,849.00","$27,939.00"
SCPP Y A. PESC. UNIDOS DEL SUR DE SONORAS SC DE RL,2609014309,AGIABAMPO UNO,HUATABAMPO,Son,"$63,542.00","$25,416.00"
SCPP Y A. PESC. UNIDOS DEL SUR DE SONORAS SC DE RL,2609014309,AGIABAMPO UNO,HUATABAMPO,Son,"$63,542.00","$25,416.00"
SCPP Y A PUNTA DEL FARO SCL,2609001314,AGIABAMPO UNO,HUATABAMPO,Son,"$63,542.00","$25,416.00"
LOS AGUILAR SCL,2609014614,ALVARO OBREGON,HUATABAMPO,Son,"$79,582.00","$31,833.00"
LOS AGUILAR SCL,2609014614,ALVARO OBREGON,HUATABAMPO,Son,"$79,582.00","$31,833.00"
FIDEL GASTELUM VELAZQUEZ SCL,2609014598,MORONCARIT,HUATABAMPO,Son,"$86,400.00","$34,560.00"
FIDEL GASTELUM VELAZQUEZ SCL,2609014598,MORONCARIT,HUATABAMPO,Son,"$63,542.00","$25,416.00"
FIDEL GASTELUM VELAZQUEZ SCL,2609014598,MORONCARIT,HUATABAMPO,Son,"$86,400.00","$34,560.00"
SCPP LOMA PARDA SCL,2609001215,YAVAROS (ISLA LAS VIEJAS),HUATABAMPO,Son,"$79,582.00","$31,833.00"
SCPP LOMA PARDA SCL,2609001215,YAVAROS (ISLA LAS VIEJAS),HUATABAMPO,Son,"$86,400.00","$34,560.00"
PUNTA ARBOLEDA SC DE RL,2609002338,"BUITBORES, LOS",HUATABAMPO,Son,"$65,104.00","$26,041.00"
PUNTA ARBOLEDA SC DE RL,2609002338,"BUITBORES, LOS",HUATABAMPO,Son,"$65,104.00","$26,041.00"
PUNTA ARBOLEDA SC DE RL,2609002338,"BUITBORES, LOS",HUATABAMPO,Son,"$65,104.00","$26,041.00"
MANUEL DE JESUS NEBUAY ROMERO,2609014598,MORONCARIT,HUATABAMPO,Son,"$86,400.00","$34,560.00"
MANUEL DE JESUS NEBUAY ROMERO,2609014598,MORONCARIT,HUATABAMPO,Son,"$86,400.00","$34,560.00"
VAJEROBETA SC DE RL DE CV,2609014333,YAVAROS (ISLA LAS VIEJAS),HUATABAMPO,Son,"$65,104.00","$26,041.00"
VAJEROBETA SC DE RL DE CV,2609014333,YAVAROS (ISLA LAS VIEJAS),HUATABAMPO,Son,"$65,104.00","$26,041.00"
GASTELJIM HERMANOS SPR DE RL DE CV,2609014606,HUATABAMPO,HUATABAMPO,Son,"$63,542.00","$25,416.00"
GASTELJIM HERMANOS SPR DE RL DE CV,2609014606,HUATABAMPO,HUATABAMPO,Son,"$63,542.00","$25,416.00"
YAVARA ACHAKARI SC DE RL DE CV,2609014457,HUATABAMPO,HUATABAMPO,Son,"$86,400.00","$34,560.00"
YAVARA ACHAKARI SC DE RL DE CV,2609014457,HUATABAMPO,HUATABAMPO,Son,"$86,400.00","$34,560.00"
YAVARA ACHAKARI SC DE RL DE CV,2609014457,HUATABAMPO,HUATABAMPO,Son,"$86,400.00","$34,560.00"
GOYO 13 SC DE RL DE CV,2609014663,YAVAROS (ISLA LAS VIEJAS),HUATABAMPO,Son,"$79,582.00","$31,833.00"
GOYO 13 SC DE RL DE CV,2609014663,YAVAROS (ISLA LAS VIEJAS),HUATABAMPO,Son,"$79,582.00","$31,833.00"
SCPP Y SERVICIOS LARVA MAYO SCL,2609003351,"MILPAS, LAS",HUATABAMPO,Son,"$72,756.00","$29,102.00"
SCPP Y SERVICIOS LARVA MAYO SCL,2609003351,"MILPAS, LAS",HUATABAMPO,Son,"$72,756.00","$29,102.00"
INDIOS PESCADORES SPR DE RL,2609003385,MORONCARIT,HUATABAMPO,Son,"$72,756.00","$29,102.00"
INDIOS PESCADORES SPR DE RL,2609003385,MORONCARIT,HUATABAMPO,Son,"$63,542.00","$25,416.00"
INDIOS PESCADORES SPR DE RL,2609003385,MORONCARIT,HUATABAMPO,Son,"$63,542.00","$25,416.00"
